Index,id,propertyId,source,status,nightPriceÙ€native,nightPrice,weeklyPrice,monthlyPrice,cleaningFeeNative,numOfBaths,numOfRooms,occupancy,nightsBooked,rentalIncome,airbnbNeighborhoodId,name,address,airbnbNeighborhood,airbnbCity,state,capacityOfPeople,zip,propertyType,roomType,roomTypeCategory,amenities,reviewsCount,startRating,reviews,createdAt,updatedAt,numOfBeds,lat,lon,image,url,rental_income,neighborhood,nightRate,property_id,airbnbZIP
332,28613461,15422273,Airbnb,ACTIVE,100,99,0,0,40,1,0,83,304,2508,46795,Cozy North Hollywood Guesthouse with Designer Kitchenette,"Los Angeles, CA, United States",North Hollywood,Los Angeles,CA,2,91605,Guesthouse,Entire home/apt,entire_home,,355,,,2021-01-30T09:31:32.000Z,2021-01-30T09:31:32.000Z,1,34.19747925,-118.4057693,https://a0.muscache.com/im/pictures/52cbc25e-a089-40b3-b922-02b55726810a.jpg?aki_policy=medium,,2465.1,"{'id': 46795, 'name': 'North Hollywood'}",99,15422273,91605
333,28613449,15665925,Airbnb,ACTIVE,85,91,0,0,200,1,2,98,357,2707,46795,Beautiful Cottage,"Los Angeles, CA, United States",North Hollywood,Los Angeles,CA,4,91606,House,Entire home/apt,entire_home,,12,5,,2021-01-30T09:31:29.000Z,2021-01-30T09:31:29.000Z,2,34.18106842,-118.3769073,https://a0.muscache.com/im/pictures/86b90498-df72-48a6-8391-1855f1fc708f.jpg?aki_policy=medium,,2675.4,"{'id': 46795, 'name': 'North Hollywood'}",91,15665925,91606
334,28613704,16134075,Airbnb,ACTIVE,160,178,0,0,100,2,3,78,260,4207,46795,YOUR HOME AWAY FROM HOME,"Los Angeles, CA, United States",North Hollywood,Los Angeles,CA,8,91605,House,Entire home/apt,entire_home,,193,5,,2021-01-30T09:32:36.000Z,2021-01-30T09:32:36.000Z,5,34.2193985,-118.4172363,https://a0.muscache.com/im/pictures/14700f38-3fe2-4567-b1dd-3b649ce041b1.jpg?aki_policy=medium,,4165.2,"{'id': 46795, 'name': 'North Hollywood'}",178,16134075,91605
335,28613540,16698719,Airbnb,ACTIVE,199,194,0,0,280,2,3,27,99,1601,46795,3 BEDROOMS and Backyard UNIVERSAL STUDIO LOCATION,"Los Angeles, CA, United States",North Hollywood,Los Angeles,CA,6,91601,House,Entire home/apt,entire_home,,55,5,,2021-01-30T09:31:54.000Z,2021-01-30T09:31:54.000Z,3,34.17004013,-118.3864594,https://a0.muscache.com/im/pictures/80133c7b-45b2-4b90-99d3-20bd84c52c9c.jpg?aki_policy=medium,,1571.4,"{'id': 46795, 'name': 'North Hollywood'}",194,16698719,91601
336,28613576,1700153,Airbnb,ACTIVE,50,50,325,1300,,1,1,100,365,1521,46795,Wee Cabin in North Hollywood,"Los Angeles, CA, United States",North Hollywood,Los Angeles,CA,1,,House,Entire home/apt,entire_home,,93,5,,2021-01-30T09:32:01.000Z,2021-01-30T09:32:01.000Z,1,34.18447113,-118.3822632,https://a0.muscache.com/im/pictures/24250987/d655d399_original.jpg?aki_policy=medium,,1500,"{'id': 46795, 'name': 'North Hollywood'}",50,1700153,
337,28613429,17864341,Airbnb,ACTIVE,279,217,0,0,100,1,2,89,324,5859,46795,Swimming pool staycation. Entire sanitized house.,"Los Angeles, CA, United States",North Hollywood,Los Angeles,CA,4,91606,House,Entire home/apt,entire_home,,183,5,,2021-01-30T09:31:22.000Z,2021-01-30T09:31:22.000Z,3,34.18231964,-118.3968887,https://a0.muscache.com/im/pictures/8b76a956-6b73-4bd0-a2e8-5e93787a1157.jpg?aki_policy=medium,,5793.9,"{'id': 46795, 'name': 'North Hollywood'}",217,17864341,91606
338,28613437,18790109,Airbnb,ACTIVE,138,161,0,0,75,1,1,80,268,3923,46795,New Toluca Lake Private Pool House,"Los Angeles, CA, United States",North Hollywood,Los Angeles,CA,4,91602,House,Entire home/apt,entire_home,,166,5,,2021-01-30T09:31:25.000Z,2021-01-30T09:31:25.000Z,1,34.1556015,-118.3664322,https://a0.muscache.com/im/pictures/2fb12875-758d-44cf-bd57-37079b52f035.jpg?aki_policy=medium,,3864,"{'id': 46795, 'name': 'North Hollywood'}",161,18790109,91602
339,28613549,19101445,Airbnb,ACTIVE,65,79,0,0,65,1,1,70,257,1692,46795,Private Guest house in heart of LA universalstudio,"Los Angeles, CA, United States",North Hollywood,Los Angeles,CA,2,91606,House,Entire home/apt,entire_home,,50,5,,2021-01-30T09:31:56.000Z,2021-01-30T09:31:56.000Z,2,34.19287109,-118.3891983,https://a0.muscache.com/im/pictures/57d5ad43-e770-43a6-ac13-f85e9e7eff51.jpg?aki_policy=medium,,1659,"{'id': 46795, 'name': 'North Hollywood'}",79,19101445,91606
340,28613911,19436594,Airbnb,ACTIVE,399,492,0,0,350,2,3,20,75,3075,46795,Elegant Large Home with Heated Pool in Toluca Lake,"Los Angeles, CA, United States",North Hollywood,Los Angeles,CA,6,91601,House,Entire home/apt,entire_home,,12,5,,2021-01-30T09:33:34.000Z,2021-01-30T09:33:34.000Z,3,34.16106033,-118.363472,https://a0.muscache.com/im/pictures/054b0b57-ac57-4797-8121-4855fbf2ec2f.jpg?aki_policy=medium,,2952,"{'id': 46795, 'name': 'North Hollywood'}",492,19436594,91601
341,28613319,19655050,Airbnb,ACTIVE,120,118,0,0,80,1,2,71,260,2557,46795,Beautiful Modern Home,"Los Angeles, CA, United States",North Hollywood,Los Angeles,CA,5,91605,House,Entire home/apt,entire_home,,105,5,,2021-01-30T09:30:47.000Z,2021-01-30T09:30:47.000Z,2,34.20983887,-118.3841019,https://a0.muscache.com/im/pictures/4a85d1ee-d5ac-480c-b538-8d12ce413654.jpg?aki_policy=medium,,2513.4,"{'id': 46795, 'name': 'North Hollywood'}",118,19655050,91605
342,28613495,19780563,Airbnb,ACTIVE,120,71,0,0,58,1,0,97,354,2095,46795,Trendy Bungalow near Universal Studios and Airport,"Los Angeles, CA, United States",North Hollywood,Los Angeles,CA,4,91606,Guest suite,Entire home/apt,entire_home,,341,5,,2021-01-30T09:31:43.000Z,2021-01-30T09:31:43.000Z,2,34.19226837,-118.3958969,https://a0.muscache.com/im/pictures/07ba069c-6567-441d-ae36-23da45d625b9.jpg?aki_policy=medium,,2066.1,"{'id': 46795, 'name': 'North Hollywood'}",71,19780563,91606
343,28613679,19862337,Airbnb,ACTIVE,200,174,0,0,175,2,3,64,236,3422,46795,LUXURY Los Angeles Home-Easy Fun and Comfortable!,"Los Angeles, CA, United States",North Hollywood,Los Angeles,CA,9,91601,House,Entire home/apt,entire_home,,192,5,,2021-01-30T09:32:29.000Z,2021-01-30T09:32:29.000Z,5,34.17364883,-118.3598099,https://a0.muscache.com/im/pictures/30a4860e-58a8-47aa-a719-9687f824063a.jpg?aki_policy=medium,,3340.8,"{'id': 46795, 'name': 'North Hollywood'}",174,19862337,91601
344,28613301,21057952,Airbnb,ACTIVE,229,195,0,0,100,1,2,37,136,2210,46795,Spanish Style Home in NoHo,"Los Angeles, CA, United States",North Hollywood,Los Angeles,CA,4,91601,House,Entire home/apt,entire_home,,9,5,,2021-01-30T09:30:41.000Z,2021-01-30T09:30:41.000Z,3,34.17015839,-118.3634033,https://a0.muscache.com/im/pictures/619f2dfe-a854-4014-8a6e-dd5e2e6afae6.jpg?aki_policy=medium,,2164.5,"{'id': 46795, 'name': 'North Hollywood'}",195,21057952,91601
345,28613476,11444324,Airbnb,ACTIVE,499,556,0,0,350,3.5,5,90,331,15336,47880,Studio City S. of the Blvd Quite Hillside Paradise,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,10,91604,House,Entire home/apt,entire_home,,51,5,,2021-01-30T09:31:37.000Z,2021-01-30T09:31:37.000Z,5,34.13980103,-118.4028015,https://a0.muscache.com/im/pictures/01dc6c12-5834-4b17-ba88-18045171f90b.jpg?aki_policy=medium,,15012,"{'id': 47880, 'name': 'Studio City'}",556,11444324,91604
346,28613713,13115186,Airbnb,ACTIVE,165,151,0,0,50,1,1,100,365,4593,47880,Designer Guesthouse with Pool and Private Patio,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,2,91604,Guesthouse,Entire home/apt,entire_home,,116,5,,2021-01-30T09:32:37.000Z,2021-01-30T09:32:37.000Z,1,34.14796829,-118.4033203,https://a0.muscache.com/im/pictures/59bdeed3-2177-43e4-82df-445534485056.jpg?aki_policy=medium,,4530,"{'id': 47880, 'name': 'Studio City'}",151,13115186,91604
347,28613464,13278748,Airbnb,ACTIVE,325,294,0,0,150,2,4,90,331,8110,47880,Newly Remodeled Wonderful 4Bd House in Studio City,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,8,91604,House,Entire home/apt,entire_home,,54,5,,2021-01-30T09:31:34.000Z,2021-01-30T09:31:34.000Z,3,34.15483856,-118.4088821,https://a0.muscache.com/im/pictures/a423e2fc-0ba8-4594-bd24-576e59b285d5.jpg?aki_policy=medium,,7938,"{'id': 47880, 'name': 'Studio City'}",294,13278748,91604
348,28613484,13496008,Airbnb,ACTIVE,185,195,0,0,80,1,1,67,244,3965,47880,Amazing view in Studio city,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,3,91604,Apartment,Entire home/apt,entire_home,,222,5,,2021-01-30T09:31:40.000Z,2021-01-30T09:31:40.000Z,2,34.13774109,-118.3852463,https://a0.muscache.com/im/pictures/2dd947f9-796d-40a8-8e41-f14b6dc368ab.jpg?aki_policy=medium,,3919.5,"{'id': 47880, 'name': 'Studio City'}",195,13496008,91604
349,28613366,13848950,Airbnb,ACTIVE,192,286,0,0,250,2,3,76,279,6650,47880,Cozy 3 Bedrooms Near Universal Studios,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,8,91602,Apartment,Entire home/apt,entire_home,,27,5,,2021-01-30T09:31:04.000Z,2021-01-30T09:31:04.000Z,3,34.15127945,-118.3855133,https://a0.muscache.com/im/pictures/ea5ee603-63d9-45cb-b1d1-1e5f546b5bf5.jpg?aki_policy=medium,,6520.8,"{'id': 47880, 'name': 'Studio City'}",286,13848950,91602
350,28613544,14339943,Airbnb,ACTIVE,125,135,0,0,75,1,1,41,150,1688,47880,Charming 1940's Duplex,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,3,91604,Apartment,Entire home/apt,entire_home,,41,5,,2021-01-30T09:31:55.000Z,2021-01-30T09:31:55.000Z,1,34.14535904,-118.3948593,https://a0.muscache.com/im/pictures/b460c36e-ed08-4f02-ae18-462f5c862aab.jpg?aki_policy=medium,,1660.5,"{'id': 47880, 'name': 'Studio City'}",135,14339943,91604
351,28613594,14803695,Airbnb,ACTIVE,1300,1070,0,0,350,5.5,6,78,287,25591,47880,"Hollywood Hills, Spacious Upscale 6bd/5.5ba","Los Angeles, CA, United States",Studio City,Los Angeles,CA,12,91604,Villa,Entire home/apt,entire_home,,58,5,,2021-01-30T09:32:06.000Z,2021-01-30T09:32:06.000Z,6,34.12646866,-118.383728,https://a0.muscache.com/im/pictures/cf750788-e45f-4e6a-8f8f-ada7eb910918.jpg?aki_policy=medium,,25038,"{'id': 47880, 'name': 'Studio City'}",1070,14803695,91604
352,28613699,15173546,Airbnb,ACTIVE,57,54,0,0,145,1,1,62,189,1021,47880,Serene guesthouse Studio City Hills great location,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,1,91604,Guesthouse,Entire home/apt,entire_home,,34,5,,2021-01-30T09:32:35.000Z,2021-01-30T09:32:35.000Z,1,34.13916016,-118.3762436,https://a0.muscache.com/im/pictures/42d2afa2-c5fd-4c24-93ee-97548f5c160e.jpg?aki_policy=medium,,1004.4,"{'id': 47880, 'name': 'Studio City'}",54,15173546,91604
353,28613580,15499579,Airbnb,ACTIVE,60,57,0,0,25,1,0,89,327,1553,47880,Private entry room with ensuite,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,1,91604,Guest suite,Entire home/apt,entire_home,,48,5,,2021-01-30T09:32:01.000Z,2021-01-30T09:32:01.000Z,1,34.13951111,-118.366127,https://a0.muscache.com/im/pictures/9f2e5e25-cd09-4196-8212-6aa0836ef7b9.jpg?aki_policy=medium,,1521.9,"{'id': 47880, 'name': 'Studio City'}",57,15499579,91604
354,28613584,15979778,Airbnb,ACTIVE,125,125,0,0,150,1,0,36,130,1354,47880,"Fabulous new, hip, cool guesthouse","Los Angeles, CA, United States",Studio City,Los Angeles,CA,2,91604,House,Entire home/apt,entire_home,,30,5,,2021-01-30T09:32:04.000Z,2021-01-30T09:32:04.000Z,1,34.15404892,-118.4120636,https://a0.muscache.com/im/pictures/81c29200-2c20-462b-9ed1-8e36282ae614.jpg?aki_policy=medium,,1350,"{'id': 47880, 'name': 'Studio City'}",125,15979778,91604
355,28613497,16179988,Airbnb,ACTIVE,90,122,0,0,85,1,1,60,220,2237,47880,Studio City/North Hollywood Separate Entry,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,2,,Guest suite,Entire home/apt,entire_home,,171,5,,2021-01-30T09:31:43.000Z,2021-01-30T09:31:43.000Z,2,34.14236069,-118.4124374,https://a0.muscache.com/im/pictures/da269c2b-2711-4fa5-8e5b-416bd3f376ef.jpg?aki_policy=medium,,2196,"{'id': 47880, 'name': 'Studio City'}",122,16179988,
356,28613492,16907576,Airbnb,ACTIVE,155,152,0,0,75,1.5,2,50,182,2305,47880,"Studio City Townhouse, Great Location","Los Angeles, CA, United States",Studio City,Los Angeles,CA,4,,Townhouse,Entire home/apt,entire_home,,164,5,,2021-01-30T09:31:41.000Z,2021-01-30T09:31:41.000Z,2,34.149189,-118.4137192,https://a0.muscache.com/im/pictures/e7c8963c-4cfa-460b-b2e2-d24fe5da1cd6.jpg?aki_policy=medium,,2280,"{'id': 47880, 'name': 'Studio City'}",152,16907576,
357,28613743,18617714,Airbnb,ACTIVE,140,141,0,0,50,1,1,76,278,3267,47880,Magical Hilltop Bungalow & Garden with Views,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,2,91604,Guesthouse,Entire home/apt,entire_home,,295,5,,2021-01-30T09:32:48.000Z,2021-01-30T09:32:48.000Z,1,34.13690948,-118.4106064,https://a0.muscache.com/im/pictures/9c2bae1c-d121-46d0-b06f-d1792db54659.jpg?aki_policy=medium,,3214.8,"{'id': 47880, 'name': 'Studio City'}",141,18617714,91604
358,28613720,19270680,Airbnb,ACTIVE,149,127,0,0,50,1,1,98,359,3799,47880,Private Cottage at Colfax Meadows (No Party/Event),"Los Angeles, CA, United States",Studio City,Los Angeles,CA,6,91604,Guesthouse,Entire home/apt,entire_home,,193,5,,2021-01-30T09:32:41.000Z,2021-01-30T09:32:41.000Z,3,34.14535141,-118.3873367,https://a0.muscache.com/im/pictures/miso/Hosting-19270680/original/7f4274bc-989d-4b95-b480-e3a35431d95b.jpeg?aki_policy=medium,,3733.8,"{'id': 47880, 'name': 'Studio City'}",127,19270680,91604
359,28613532,19428786,Airbnb,ACTIVE,249,229,0,0,120,3,3,31,113,2156,47880,Upgrade stay in 3BDrooms/3BA.Near universal studio,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,7,91604,House,Entire home/apt,entire_home,,110,5,,2021-01-30T09:31:53.000Z,2021-01-30T09:31:53.000Z,3,34.13991928,-118.3808899,https://a0.muscache.com/im/pictures/875b9f8b-7b81-4726-a490-68ea17d18006.jpg?aki_policy=medium,,2129.7,"{'id': 47880, 'name': 'Studio City'}",229,19428786,91604
360,28613513,19593884,Airbnb,ACTIVE,250,255,0,0,140,1,1,31,115,2444,47880,Lrge Luxury Tuscan Villa Style Condo W/ Huge Patio,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,2,91604,Condominium,Entire home/apt,entire_home,,6,5,,2021-01-30T09:31:47.000Z,2021-01-30T09:31:47.000Z,1,34.14704895,-118.3950272,https://a0.muscache.com/im/pictures/7a612f56-2991-4a12-b131-8e6916fb32e8.jpg?aki_policy=medium,,2371.5,"{'id': 47880, 'name': 'Studio City'}",255,19593884,91604
361,28613504,19859994,Airbnb,ACTIVE,85,94,0,0,45,1,1,51,185,1449,47880,Large independant studio with sunny private patio,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,2,91602,House,Entire home/apt,entire_home,,187,5,,2021-01-30T09:31:44.000Z,2021-01-30T09:31:44.000Z,1,34.14825058,-118.3779221,https://a0.muscache.com/im/pictures/8221547e-9c28-41cd-8160-e8835f643e92.jpg?aki_policy=medium,,1438.2,"{'id': 47880, 'name': 'Studio City'}",94,19859994,91602
362,28613571,19969634,Airbnb,ACTIVE,99,99,0,0,35,1,1,67,245,2021,47880,Studio City Guest Suite,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,1,91604,Guest suite,Entire home/apt,entire_home,,39,5,,2021-01-30T09:32:00.000Z,2021-01-30T09:32:00.000Z,1,34.14017868,-118.3893585,https://a0.muscache.com/im/pictures/af865106-1408-45c6-8c78-a19a77acaa21.jpg?aki_policy=medium,,1989.9,"{'id': 47880, 'name': 'Studio City'}",99,19969634,91604
363,28613727,2007172,Airbnb,ACTIVE,425,346,2050,7750,175,2,3,77,281,8102,47880,WALK TO UNIVERSAL! + Pool/Hot Tub,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,10,91604,House,Entire home/apt,entire_home,,163,5,,2021-01-30T09:32:43.000Z,2021-01-30T09:32:43.000Z,4,34.14310074,-118.363533,https://a0.muscache.com/im/pictures/0a1dde98-9e1e-44bb-bec3-b72f10c25424.jpg?aki_policy=medium,,7992.6,"{'id': 47880, 'name': 'Studio City'}",346,2007172,91604
364,28613551,20271291,Airbnb,ACTIVE,105,101,0,0,65,1,0,86,314,2643,47880,MODERN STUDIO with PRIVATE PATIO + PARKING,"Los Angeles, CA, United States",Studio City,Los Angeles,CA,2,91604,Guesthouse,Entire home/apt,entire_home,,111,5,,2021-01-30T09:31:57.000Z,2021-01-30T09:31:57.000Z,1,34.15090942,-118.3987274,https://a0.muscache.com/im/pictures/87db6074-3cad-44e2-a116-37c32679ae19.jpg?aki_policy=medium,,2605.8,"{'id': 47880, 'name': 'Studio City'}",101,20271291,91604
365,28613485,10042945,Airbnb,ACTIVE,169,145,0,0,100,1.5,3,96,350,4229,47950,Modern LA 3 bed/2 bath-Excellent Value & Location!,"Los Angeles, CA, United States",Tarzana,Los Angeles,CA,8,91356,House,Entire home/apt,entire_home,,296,5,,2021-01-30T09:31:40.000Z,2021-01-30T09:31:40.000Z,6,34.18093872,-118.5530701,https://a0.muscache.com/im/pictures/60386f0d-3066-4bc9-8db8-10a320eed66d.jpg?aki_policy=medium,,4176,"{'id': 47950, 'name': 'Tarzana'}",145,10042945,91356
366,28613477,13510678,Airbnb,ACTIVE,799,842,0,0,500,6,6,86,314,22032,47950,Lavish Villa in the hills of Tarzana,"Los Angeles, CA, United States",Tarzana,Los Angeles,CA,16,91356,House,Entire home/apt,entire_home,,53,5,,2021-01-30T09:31:37.000Z,2021-01-30T09:31:37.000Z,8,34.16873169,-118.5392227,https://a0.muscache.com/im/pictures/44574f3a-31d6-45d3-8d04-f2a47688a2ba.jpg?aki_policy=medium,,21723.6,"{'id': 47950, 'name': 'Tarzana'}",842,13510678,91356
367,28613468,14169650,Airbnb,ACTIVE,195,195,0,0,175,2,3,97,354,5753,47950,"Charming, tranquil home away from home","Los Angeles, CA, United States",Tarzana,Los Angeles,CA,6,91335,House,Entire home/apt,entire_home,,98,5,,2021-01-30T09:31:34.000Z,2021-01-30T09:31:34.000Z,3,34.18120956,-118.5466537,https://a0.muscache.com/im/pictures/f3ad4a24-df8f-4ea9-9013-c079bc470786.jpg?aki_policy=medium,,5674.5,"{'id': 47950, 'name': 'Tarzana'}",195,14169650,91335
368,28613445,14234266,Airbnb,ACTIVE,75,76,0,0,20,1,0,94,345,2185,47950,Newly Remodeled Artist Guest House w High Ceiling,"Los Angeles, CA, United States",Tarzana,Los Angeles,CA,2,91335,Guesthouse,Entire home/apt,entire_home,,59,5,,2021-01-30T09:31:26.000Z,2021-01-30T09:31:26.000Z,1,34.18611908,-118.5588226,https://a0.muscache.com/im/pictures/6acb8683-71a1-458c-96c6-7c7599a6bb22.jpg?aki_policy=medium,,2143.2,"{'id': 47950, 'name': 'Tarzana'}",76,14234266,91335
369,28613406,15223397,Airbnb,ACTIVE,170,174,0,0,125,2,3,93,341,4945,47950,Private home near LA attractions & studios!,"Los Angeles, CA, United States",Tarzana,Los Angeles,CA,5,91356,House,Entire home/apt,entire_home,,96,5,,2021-01-30T09:31:16.000Z,2021-01-30T09:31:16.000Z,2,34.16030121,-118.5303574,https://a0.muscache.com/im/pictures/fa9793ec-4c46-466b-b7ea-1922b2f73412.jpg?aki_policy=medium,,4854.6,"{'id': 47950, 'name': 'Tarzana'}",174,15223397,91356
370,28613493,15303274,Airbnb,ACTIVE,149,228,0,0,95,1,2,77,283,5377,47950,Rest and Relaxation Retreat with a Pool in Tarzana,"Los Angeles, CA, United States",Tarzana,Los Angeles,CA,6,91356,Guesthouse,Entire home/apt,entire_home,,129,5,,2021-01-30T09:31:42.000Z,2021-01-30T09:31:42.000Z,3,34.1736412,-118.5493469,https://a0.muscache.com/im/pictures/monet/Select-15303274/original/56f3b68a-9a46-480a-b39d-49db586b3e7a?aki_policy=medium,,5266.8,"{'id': 47950, 'name': 'Tarzana'}",228,15303274,91356
371,28613456,16974789,Airbnb,ACTIVE,85,85,0,0,60,1,0,67,246,1743,47950,Tarzana comfortable Guest House in garden setting,"Los Angeles, CA, United States",Tarzana,Los Angeles,CA,2,91356,Guesthouse,Entire home/apt,entire_home,,23,5,,2021-01-30T09:31:30.000Z,2021-01-30T09:31:30.000Z,1,34.1796608,-118.5477982,https://a0.muscache.com/im/pictures/805db316-31cd-4d14-b241-1036d7bf4fdc.jpg?aki_policy=medium,,1708.5,"{'id': 47950, 'name': 'Tarzana'}",85,16974789,91356
372,28613548,23605193,Airbnb,ACTIVE,350,359,0,0,150,2,2,58,212,6342,47950,Laguna Resort,"Los Angeles, CA, United States",Tarzana,Los Angeles,CA,6,91356,Guesthouse,Entire home/apt,entire_home,,153,5,,2021-01-30T09:31:56.000Z,2021-01-30T09:31:56.000Z,3,34.18104935,-118.5542908,https://a0.muscache.com/im/pictures/miso/Hosting-23605193/original/e659dbe9-557c-4455-911a-16d8d23a9f41.jpeg?aki_policy=medium,,6246.6,"{'id': 47950, 'name': 'Tarzana'}",359,23605193,91356
373,28613510,24940069,Airbnb,ACTIVE,105,1295,0,0,200,4.5,5,67,245,26440,47950,Tarzana large home,"Los Angeles, CA, United States",Tarzana,Los Angeles,CA,10,91356,House,Entire home/apt,entire_home,,6,5,,2021-01-30T09:31:46.000Z,2021-01-30T09:31:46.000Z,5,34.16601944,-118.5492706,https://a0.muscache.com/im/pictures/444c99c7-3bf3-4c88-8dd8-b51d3559c7c3.jpg?aki_policy=medium,,26029.5,"{'id': 47950, 'name': 'Tarzana'}",1295,24940069,91356
374,28613500,2701550,Airbnb,ACTIVE,239,206,1500,6000,200,2.5,3,86,315,5408,47950,"3 BR, 2.5 BA, Modern & Luxurious","Los Angeles, CA, United States",Tarzana,Los Angeles,CA,7,91356,House,Entire home/apt,entire_home,,42,5,,2021-01-30T09:31:44.000Z,2021-01-30T09:31:44.000Z,3,34.17372131,-118.5291901,https://a0.muscache.com/im/pictures/35289421/fd7b2732_original.jpg?aki_policy=medium,,5314.8,"{'id': 47950, 'name': 'Tarzana'}",206,2701550,91356
375,28613541,27028582,Airbnb,ACTIVE,200,200,0,0,0,2,2,64,234,3900,47950,Calvert House,"Los Angeles, CA, United States",Tarzana,Los Angeles,CA,5,91335,Cottage,Entire home/apt,entire_home,,12,5,,2021-01-30T09:31:54.000Z,2021-01-30T09:31:54.000Z,2,34.18207169,-118.5376511,https://a0.muscache.com/im/pictures/937bc98d-182d-45d7-83b4-9f0c01a3f7a7.jpg?aki_policy=medium,,3840,"{'id': 47950, 'name': 'Tarzana'}",200,27028582,91335
376,28613519,27178304,Airbnb,ACTIVE,499,547,0,0,350,3,5,56,204,9299,47950,"Los Angeles CA ,Entire house,amazing view,big pool","Los Angeles, CA, United States",Tarzana,Los Angeles,CA,8,91356,House,Entire home/apt,entire_home,,97,5,,2021-01-30T09:31:48.000Z,2021-01-30T09:31:48.000Z,4,34.15301132,-118.5621796,https://a0.muscache.com/im/pictures/3eff6bde-539c-450c-8a7e-c47fc1985982.jpg?aki_policy=medium,,9189.6,"{'id': 47950, 'name': 'Tarzana'}",547,27178304,91356
377,28613425,28713209,Airbnb,ACTIVE,149,126,0,0,80,1,1,26,95,998,47950,Private Tarzana Guest House in S. California!,"Los Angeles, CA, United States",Tarzana,Los Angeles,CA,4,91356,Guesthouse,Entire home/apt,entire_home,,32,5,,2021-01-30T09:31:20.000Z,2021-01-30T09:31:20.000Z,2,34.17824173,-118.5520782,https://a0.muscache.com/im/pictures/9940ae71-1fe8-4ea0-b8da-bd9fba13c8c7.jpg?aki_policy=medium,,982.8,"{'id': 47950, 'name': 'Tarzana'}",126,28713209,91356
378,28613560,29779734,Airbnb,ACTIVE,139,140,0,0,100,1,2,85,310,3617,47950,Modern Newly Furnished LA Home-Excellent Location!,"Los Angeles, CA, United States",Tarzana,Los Angeles,CA,8,91356,Guest suite,Entire home/apt,entire_home,,52,5,,2021-01-30T09:31:58.000Z,2021-01-30T09:31:58.000Z,3,34.17287827,-118.5454788,https://a0.muscache.com/im/pictures/0ae9234d-7248-4759-a47c-243b2650a070.jpg?aki_policy=medium,,3570,"{'id': 47950, 'name': 'Tarzana'}",140,29779734,91356
379,28613574,30076117,Airbnb,ACTIVE,127,203,0,0,120,1,1,75,252,4651,47950,Farmhouse-style Guest House with Tennis Court,"Los Angeles, CA, United States",Tarzana,Los Angeles,CA,6,91356,Guesthouse,Entire home/apt,entire_home,,53,5,,2021-01-30T09:32:01.000Z,2021-01-30T09:32:01.000Z,6,34.16156006,-118.5355606,https://a0.muscache.com/im/pictures/8be940f3-14af-443e-8461-f32f05c229e1.jpg?aki_policy=medium,,4567.5,"{'id': 47950, 'name': 'Tarzana'}",203,30076117,91356
380,28613566,31213301,Airbnb,ACTIVE,75,68,0,0,65,1,1,74,271,1536,47950,"Peaceful, Clean, Log Cabin Style Apartment","Los Angeles, CA, United States",Tarzana,Los Angeles,CA,2,91356,Apartment,Entire home/apt,entire_home,,14,5,,2021-01-30T09:32:00.000Z,2021-01-30T09:32:00.000Z,1,34.17813873,-118.53228,https://a0.muscache.com/im/pictures/2042ac0b-9e04-4328-8285-a6c739688fa3.jpg?aki_policy=medium,,1509.6,"{'id': 47950, 'name': 'Tarzana'}",68,31213301,91356
381,28613583,31885524,Airbnb,ACTIVE,395,295,0,0,250,3,4,27,99,2434,47950,Retreat Villa with a pool in the Nature - Tarzana,"Los Angeles, CA, United States",Tarzana,Los Angeles,CA,6,91356,House,Entire home/apt,entire_home,,12,5,,2021-01-30T09:32:04.000Z,2021-01-30T09:32:04.000Z,3,34.15893936,-118.5480194,https://a0.muscache.com/im/pictures/ee0cc84d-df45-4bd8-bced-a0203ba819d1.jpg?aki_policy=medium,,2389.5,"{'id': 47950, 'name': 'Tarzana'}",295,31885524,91356
382,28613592,32423370,Airbnb,ACTIVE,189,226,0,0,95,1,2,80,294,5537,47950,LA paradise 2 bedroom suite,"Los Angeles, CA, United States",Tarzana,Los Angeles,CA,4,91356,Guest suite,Entire home/apt,entire_home,,48,5,,2021-01-30T09:32:06.000Z,2021-01-30T09:32:06.000Z,2,34.15697861,-118.5520935,https://a0.muscache.com/im/pictures/f6bb8261-6b03-4fbd-878f-9efbe5b957c4.jpg?aki_policy=medium,,5424,"{'id': 47950, 'name': 'Tarzana'}",226,32423370,91356
